"safegraph_place","visitor_home_cbg","total_visitors"
"sg:238ceceff5bf422eaa387510a6427711",511210207001,21
"sg:2e659b0dc5614ec5b651fa1236ed49a5",511210207001,12
"sg:37da431082114ab58ddaa4d3b063a961",511210207001,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210207001,6
"sg:6cc5e8cb83a84370b6dee7a5b1864226",511210207001,4
"sg:72254862c3654574a43bfa6372a4ca3d",511210207001,4
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210207001,8
"sg:9db1c38f734547bd8a8bec695b6c1120",511210207001,8
"sg:a2fc769ad104456e89b5e7613979a356",511210207001,4
"sg:c7a76fa349e0402ca744ee32a78dbbd4",511210207001,4
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210207001,13
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210207001,4
"sg:f57c5bd356fe49b2aaa9b85ebfb72f06",511210207001,5
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210207001,8
"sg:005837d9f50f45079db676fec7d1039c",511210207002,4
"sg:0d99ee1e157d4657a539f5b85d72a9aa",511210207002,4
"sg:12fbd88eba564b50ba670adb6f41c865",511210207002,8
"sg:3622cbb8b7ff4780b0c0e59d4655305b",511210207002,12
"sg:427a8540011e4ad7846df1f03f069f1b",511210207002,8
"sg:5ec39fadef484fac90c3f6ad6331be98",511210207002,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210207002,4
"sg:c22c52a86dfc44b3ad981fb216704095",511210207002,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210207002,8
"sg:d31d806194bc47cc9a0489aa402bff26",511210207002,4
"sg:e82b3dea34a94a759431b420c6b82b9d",511210207002,9
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210207002,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210207002,8
"sg:ffa9dd7a2bd047d385503dfa17a15489",511210207002,4
"sg:12fbd88eba564b50ba670adb6f41c865",511210207003,12
"sg:427a8540011e4ad7846df1f03f069f1b",511210207003,8
"sg:9215f3e63a184e99b976d5fe2c2ab0a6",511210207003,4
"sg:c4e380a8ccf8496b8e819701c532410f",511210207003,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210207003,4
"sg:005837d9f50f45079db676fec7d1039c",511210207004,8
"sg:12fbd88eba564b50ba670adb6f41c865",511210207004,80
"sg:14962bfb95be42a39d6d285933b7fff5",511210207004,4
"sg:162450585bad480d882d73af2ab59368",511210207004,4
"sg:2e659b0dc5614ec5b651fa1236ed49a5",511210207004,12
"sg:2f0215a5e2aa46b287a7b5e046327188",511210207004,4
"sg:37da431082114ab58ddaa4d3b063a961",511210207004,4
"sg:41f267ecafc441cb8c5203c6973d0525",511210207004,38
"sg:427a8540011e4ad7846df1f03f069f1b",511210207004,36
"sg:49e6e01347334a0da8cd011782913af8",511210207004,4
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210207004,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210207004,5
"sg:5ec39fadef484fac90c3f6ad6331be98",511210207004,12
"sg:611ee406fd8d4561a2802bdc6f236b8b",511210207004,4
"sg:61f238504c294b48ad26ecfdf5120bff",511210207004,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210207004,20
"sg:64930390d79c45d28c48ab6c022ce5a5",511210207004,12
"sg:6905480084e149ea9f32f9a7abd886d1",511210207004,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210207004,20
"sg:736e79e27bfb4e4892e199d1dc7bd72a",511210207004,4
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210207004,16
"sg:87bd071c14994d23a4995f8ec46bab71",511210207004,8
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210207004,4
"sg:9d10d3b380ac4567b003fa6de4c897eb",511210207004,8
"sg:9db1c38f734547bd8a8bec695b6c1120",511210207004,4
"sg:b18e66717de64e9e98c5c6004db26044",511210207004,4
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210207004,4
"sg:b88a4955712e463e845c67d8ea6d2403",511210207004,4
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210207004,12
"sg:bca668d773384b9096f2c71525252472",511210207004,12
"sg:c22c52a86dfc44b3ad981fb216704095",511210207004,4
"sg:c4e380a8ccf8496b8e819701c532410f",511210207004,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210207004,4
"sg:d2830aa191b448138d8e9761234a1e28",511210207004,8
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210207004,17
"sg:dc78da91fea845b9b9b461b01d33d65b",511210207004,12
"sg:dde39608857a4e2f8ea9789d36634990",511210207004,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210207004,12
"sg:f4b5f4872a88413d877e8c09ae57a897",511210207004,4
"sg:f7699f537a574c5ab5c5f7a17054097f",511210207004,16
"sg:f86dd314df8d439f8cbd56a66da97c9a",511210207004,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210207004,24
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210207004,20
"sg:12fbd88eba564b50ba670adb6f41c865",511210208001,17
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210208001,4
"sg:158f5911b9564a24ae8a04be65b397d3",511210208001,14
"sg:163d96d4a62e408784981b31f6b98ce6",511210208001,9
"sg:2315743e9e3d4cf8ade0fea17e396301",511210208001,8
"sg:361cded9d00b476fa624fe8d07183c22",511210208001,6
"sg:3b3206833dae49e3b6f78cca3e6ecf56",511210208001,38
"sg:427a8540011e4ad7846df1f03f069f1b",511210208001,25
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210208001,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210208001,8
"sg:5ec39fadef484fac90c3f6ad6331be98",511210208001,8
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210208001,4
"sg:7bf0dbdffe5e40f684d0acc70612bea7",511210208001,36
"sg:954d77e55f09424cb8a7eadfcf37f8ef",511210208001,8
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210208001,33
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210208001,12
"sg:d36a641a15194ae5bcbd970b3f23babc",511210208001,4
"sg:dac8bfe8245b4fdb9918d475e0b46ce3",511210208001,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210208001,4
"sg:f7699f537a574c5ab5c5f7a17054097f",511210208001,9
"sg:f7da6a82d67244afaf432685617b5cf7",511210208001,4
"sg:fc9610128ce447ee9940ce4acb353be6",511210208001,4
"sg:007b0b2c7f994ccbb047b038c2168694",511210208002,4
"sg:07f1a6772de94c658447071316f5615d",511210208002,4
"sg:12fbd88eba564b50ba670adb6f41c865",511210208002,98
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210208002,8
"sg:158f5911b9564a24ae8a04be65b397d3",511210208002,4
"sg:172b76bef22f4229ab2a20d9b66c199d",511210208002,4
"sg:19df15b87615413aa4dfd4accbda3108",511210208002,8
"sg:1cd43b4c599e4eb4895cbfb5f179b083",511210208002,4
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210208002,16
"sg:2315743e9e3d4cf8ade0fea17e396301",511210208002,4
"sg:238ceceff5bf422eaa387510a6427711",511210208002,4
"sg:2d68828060224ad0839d963aa021b2d9",511210208002,12
"sg:2e659b0dc5614ec5b651fa1236ed49a5",511210208002,8
"sg:361cded9d00b476fa624fe8d07183c22",511210208002,4
"sg:3b3206833dae49e3b6f78cca3e6ecf56",511210208002,4
"sg:41f267ecafc441cb8c5203c6973d0525",511210208002,8
"sg:42146e017df54c73ae2b4e912f0537c9",511210208002,4
"sg:427a8540011e4ad7846df1f03f069f1b",511210208002,69
"sg:49e6e01347334a0da8cd011782913af8",511210208002,12
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210208002,8
"sg:546914554ded41cf8cd1cdc11cea30ac",511210208002,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210208002,4
"sg:5ec39fadef484fac90c3f6ad6331be98",511210208002,16
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210208002,16
"sg:64664116e7af447d96e3e61acdd498bd",511210208002,10
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210208002,4
"sg:6f8d2cef6fce4472911012a41bf03975",511210208002,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210208002,4
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210208002,12
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210208002,4
"sg:9fe9a6722fc948e09bf5a3c1499ca958",511210208002,4
"sg:b18e66717de64e9e98c5c6004db26044",511210208002,4
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210208002,4
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210208002,21
"sg:c22c52a86dfc44b3ad981fb216704095",511210208002,12
"sg:c4e380a8ccf8496b8e819701c532410f",511210208002,4
"sg:c7a76fa349e0402ca744ee32a78dbbd4",511210208002,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210208002,4
"sg:d2830aa191b448138d8e9761234a1e28",511210208002,4
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210208002,4
"sg:dac8bfe8245b4fdb9918d475e0b46ce3",511210208002,13
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210208002,20
"sg:dde39608857a4e2f8ea9789d36634990",511210208002,8
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210208002,33
"sg:f4b5f4872a88413d877e8c09ae57a897",511210208002,8
"sg:f7699f537a574c5ab5c5f7a17054097f",511210208002,4
"sg:f7da6a82d67244afaf432685617b5cf7",511210208002,8
"sg:f90c497be5064d4a967e01da7eb3a8cd",511210208002,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210208002,21
"sg:fc9610128ce447ee9940ce4acb353be6",511210208002,4
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210208002,36
"sg:007b0b2c7f994ccbb047b038c2168694",511210208003,12
"sg:07f1a6772de94c658447071316f5615d",511210208003,12
"sg:12fbd88eba564b50ba670adb6f41c865",511210208003,106
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210208003,20
"sg:15e79d458d05465bb0af3eaa41853ffe",511210208003,4
"sg:163d96d4a62e408784981b31f6b98ce6",511210208003,4
"sg:19df15b87615413aa4dfd4accbda3108",511210208003,12
"sg:1cd43b4c599e4eb4895cbfb5f179b083",511210208003,4
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210208003,8
"sg:2e659b0dc5614ec5b651fa1236ed49a5",511210208003,8
"sg:41f267ecafc441cb8c5203c6973d0525",511210208003,31
"sg:42146e017df54c73ae2b4e912f0537c9",511210208003,4
"sg:427a8540011e4ad7846df1f03f069f1b",511210208003,110
"sg:48afba75dfb34c6893aa7202f3747cfc",511210208003,12
"sg:49e6e01347334a0da8cd011782913af8",511210208003,8
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210208003,12
"sg:546914554ded41cf8cd1cdc11cea30ac",511210208003,20
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210208003,12
"sg:5ed542c0899d43a7867b4d4fffef22b3",511210208003,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",511210208003,4
"sg:61f238504c294b48ad26ecfdf5120bff",511210208003,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210208003,8
"sg:639210e2897b45a5b7264ce792891349",511210208003,4
"sg:64664116e7af447d96e3e61acdd498bd",511210208003,23
"sg:6cc5e8cb83a84370b6dee7a5b1864226",511210208003,4
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210208003,12
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210208003,8
"sg:7bf0dbdffe5e40f684d0acc70612bea7",511210208003,8
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210208003,4
"sg:92b23dd91c6c40b7acbad4f85c1f3794",511210208003,8
"sg:95fbdc2573bd45f19e47b145aab137f8",511210208003,4
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210208003,30
"sg:b88a4955712e463e845c67d8ea6d2403",511210208003,21
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210208003,36
"sg:bca668d773384b9096f2c71525252472",511210208003,12
"sg:c22c52a86dfc44b3ad981fb216704095",511210208003,8
"sg:c4e380a8ccf8496b8e819701c532410f",511210208003,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210208003,4
"sg:d6476ea4440d458fadeb6275ca8c9567",511210208003,4
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210208003,4
"sg:dde39608857a4e2f8ea9789d36634990",511210208003,12
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210208003,16
"sg:f7699f537a574c5ab5c5f7a17054097f",511210208003,22
"sg:f90c497be5064d4a967e01da7eb3a8cd",511210208003,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210208003,4
"sg:07f1a6772de94c658447071316f5615d",511210208004,8
"sg:12a9e9bcc1914b909f77f67c21710bef",511210208004,4
"sg:12fbd88eba564b50ba670adb6f41c865",511210208004,68
"sg:15e79d458d05465bb0af3eaa41853ffe",511210208004,4
"sg:163d96d4a62e408784981b31f6b98ce6",511210208004,8
"sg:19df15b87615413aa4dfd4accbda3108",511210208004,12
"sg:1cd43b4c599e4eb4895cbfb5f179b083",511210208004,8
"sg:204e15f29fdf4d98b512f6e96497728d",511210208004,8
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210208004,9
"sg:2315743e9e3d4cf8ade0fea17e396301",511210208004,24
"sg:238ceceff5bf422eaa387510a6427711",511210208004,6
"sg:25277f4c9dc745a3b39a2f60780c2332",511210208004,4
"sg:2ad8eaf19aea4aae8facfaeda846d156",511210208004,4
"sg:2f0215a5e2aa46b287a7b5e046327188",511210208004,4
"sg:427a8540011e4ad7846df1f03f069f1b",511210208004,127
"sg:43b6a05c86e641d68c5b13a849f59946",511210208004,4
"sg:4754df6ec3844fbda36feb43b22517e0",511210208004,28
"sg:499f15e105c3460ca37ff190165e7403",511210208004,4
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210208004,8
"sg:546914554ded41cf8cd1cdc11cea30ac",511210208004,4
"sg:57c655da8d784c30b5bf3b22c145c2ee",511210208004,24
"sg:5ec39fadef484fac90c3f6ad6331be98",511210208004,24
"sg:5ed542c0899d43a7867b4d4fffef22b3",511210208004,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",511210208004,8
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210208004,4
"sg:64560e53560d45d4a32052e79651d04f",511210208004,4
"sg:64664116e7af447d96e3e61acdd498bd",511210208004,4
"sg:6905480084e149ea9f32f9a7abd886d1",511210208004,12
"sg:72254862c3654574a43bfa6372a4ca3d",511210208004,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210208004,8
"sg:7bf0dbdffe5e40f684d0acc70612bea7",511210208004,12
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210208004,4
"sg:864337c76ae84032b40d529b4d17a5c1",511210208004,8
"sg:87bd071c14994d23a4995f8ec46bab71",511210208004,4
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210208004,8
"sg:9d10d3b380ac4567b003fa6de4c897eb",511210208004,16
"sg:adbc2f3909b647d3904402c88e7822ca",511210208004,13
"sg:b18e66717de64e9e98c5c6004db26044",511210208004,21
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210208004,16
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210208004,20
"sg:bca668d773384b9096f2c71525252472",511210208004,4
"sg:c4e380a8ccf8496b8e819701c532410f",511210208004,6
"sg:c6729dd08f3c47c29f8de9e0ed490813",511210208004,25
"sg:c7a76fa349e0402ca744ee32a78dbbd4",511210208004,8
"sg:d2830aa191b448138d8e9761234a1e28",511210208004,28
"sg:d31d806194bc47cc9a0489aa402bff26",511210208004,4
"sg:d36a641a15194ae5bcbd970b3f23babc",511210208004,8
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210208004,4
"sg:dac8bfe8245b4fdb9918d475e0b46ce3",511210208004,4
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210208004,12
"sg:e82b3dea34a94a759431b420c6b82b9d",511210208004,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210208004,8
"sg:f2e60a1668b64b1a8bfb469d550458d6",511210208004,4
"sg:f4b5f4872a88413d877e8c09ae57a897",511210208004,37
"sg:f7699f537a574c5ab5c5f7a17054097f",511210208004,24
"sg:f7da6a82d67244afaf432685617b5cf7",511210208004,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210208004,8
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210208004,24
"sg:ffa9dd7a2bd047d385503dfa17a15489",511210208004,12
"sg:0d99ee1e157d4657a539f5b85d72a9aa",511210209001,4
"sg:12fbd88eba564b50ba670adb6f41c865",511210209001,33
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210209001,4
"sg:158f5911b9564a24ae8a04be65b397d3",511210209001,10
"sg:15e79d458d05465bb0af3eaa41853ffe",511210209001,4
"sg:19df15b87615413aa4dfd4accbda3108",511210209001,12
"sg:2114a8c7295a4bd3a713889e30935214",511210209001,4
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210209001,33
"sg:2315743e9e3d4cf8ade0fea17e396301",511210209001,4
"sg:238ceceff5bf422eaa387510a6427711",511210209001,12
"sg:261ec8f9326f450dbeee932cbc0b2f9f",511210209001,4
"sg:2d68828060224ad0839d963aa021b2d9",511210209001,12
"sg:361cded9d00b476fa624fe8d07183c22",511210209001,8
"sg:3622cbb8b7ff4780b0c0e59d4655305b",511210209001,4
"sg:3b3206833dae49e3b6f78cca3e6ecf56",511210209001,4
"sg:41f267ecafc441cb8c5203c6973d0525",511210209001,12
"sg:42146e017df54c73ae2b4e912f0537c9",511210209001,20
"sg:427a8540011e4ad7846df1f03f069f1b",511210209001,127
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210209001,4
"sg:611ee406fd8d4561a2802bdc6f236b8b",511210209001,4
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210209001,12
"sg:64664116e7af447d96e3e61acdd498bd",511210209001,54
"sg:64930390d79c45d28c48ab6c022ce5a5",511210209001,4
"sg:65d2c0b437704107b0f2f9d1afb05a7c",511210209001,4
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210209001,8
"sg:72254862c3654574a43bfa6372a4ca3d",511210209001,4
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210209001,9
"sg:736e79e27bfb4e4892e199d1dc7bd72a",511210209001,4
"sg:7bf0dbdffe5e40f684d0acc70612bea7",511210209001,8
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210209001,4
"sg:864337c76ae84032b40d529b4d17a5c1",511210209001,12
"sg:92b23dd91c6c40b7acbad4f85c1f3794",511210209001,4
"sg:a47aa1225932474faeb10f7e69bbea2e",511210209001,4
"sg:acb4136198cd4cb6a58ee28b073689da",511210209001,4
"sg:b88a4955712e463e845c67d8ea6d2403",511210209001,8
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210209001,17
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210209001,8
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210209001,8
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210209001,12
"sg:dc78da91fea845b9b9b461b01d33d65b",511210209001,16
"sg:f4b5f4872a88413d877e8c09ae57a897",511210209001,34
"sg:f7699f537a574c5ab5c5f7a17054097f",511210209001,8
"sg:f7da6a82d67244afaf432685617b5cf7",511210209001,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210209001,8
"sg:fc9610128ce447ee9940ce4acb353be6",511210209001,4
"sg:ffa9dd7a2bd047d385503dfa17a15489",511210209001,17
"sg:005837d9f50f45079db676fec7d1039c",511210209002,12
"sg:07f1a6772de94c658447071316f5615d",511210209002,48
"sg:12a9e9bcc1914b909f77f67c21710bef",511210209002,16
"sg:12fbd88eba564b50ba670adb6f41c865",511210209002,78
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210209002,20
"sg:14962bfb95be42a39d6d285933b7fff5",511210209002,4
"sg:163d96d4a62e408784981b31f6b98ce6",511210209002,4
"sg:172b76bef22f4229ab2a20d9b66c199d",511210209002,4
"sg:2e659b0dc5614ec5b651fa1236ed49a5",511210209002,4
"sg:3622cbb8b7ff4780b0c0e59d4655305b",511210209002,8
"sg:37d99fd082414ba49fa8bf9a32bd98f3",511210209002,6
"sg:37da431082114ab58ddaa4d3b063a961",511210209002,4
"sg:3b3206833dae49e3b6f78cca3e6ecf56",511210209002,4
"sg:3f66d7c129a04c209ed493d5bdae1355",511210209002,4
"sg:41f267ecafc441cb8c5203c6973d0525",511210209002,12
"sg:42146e017df54c73ae2b4e912f0537c9",511210209002,4
"sg:427a8540011e4ad7846df1f03f069f1b",511210209002,45
"sg:43b6a05c86e641d68c5b13a849f59946",511210209002,8
"sg:48afba75dfb34c6893aa7202f3747cfc",511210209002,9
"sg:49e6e01347334a0da8cd011782913af8",511210209002,4
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210209002,20
"sg:546914554ded41cf8cd1cdc11cea30ac",511210209002,8
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210209002,8
"sg:5ec39fadef484fac90c3f6ad6331be98",511210209002,4
"sg:5ed542c0899d43a7867b4d4fffef22b3",511210209002,4
"sg:64560e53560d45d4a32052e79651d04f",511210209002,4
"sg:64664116e7af447d96e3e61acdd498bd",511210209002,17
"sg:6905480084e149ea9f32f9a7abd886d1",511210209002,4
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210209002,33
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210209002,16
"sg:736e79e27bfb4e4892e199d1dc7bd72a",511210209002,4
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210209002,8
"sg:864337c76ae84032b40d529b4d17a5c1",511210209002,8
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210209002,4
"sg:b18e66717de64e9e98c5c6004db26044",511210209002,4
"sg:b8388a90e0aa4be592ccc2185e8b28b1",511210209002,4
"sg:b88a4955712e463e845c67d8ea6d2403",511210209002,6
"sg:c22c52a86dfc44b3ad981fb216704095",511210209002,4
"sg:c4e380a8ccf8496b8e819701c532410f",511210209002,4
"sg:c6729dd08f3c47c29f8de9e0ed490813",511210209002,4
"sg:d1fa9817aac04ea6a5604633e1bbb932",511210209002,4
"sg:d31d806194bc47cc9a0489aa402bff26",511210209002,4
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210209002,8
"sg:dc6935951f8041f5a38bf4f192d2ad2d",511210209002,4
"sg:dde39608857a4e2f8ea9789d36634990",511210209002,12
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210209002,4
"sg:f7699f537a574c5ab5c5f7a17054097f",511210209002,9
"sg:f86dd314df8d439f8cbd56a66da97c9a",511210209002,4
"sg:f946d03be95144ffb067e9ed1a9dcb6f",511210209002,8
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210209002,16
"sg:ffa9dd7a2bd047d385503dfa17a15489",511210209002,4
"sg:07f1a6772de94c658447071316f5615d",511210209003,16
"sg:12fbd88eba564b50ba670adb6f41c865",511210209003,94
"sg:14962bfb95be42a39d6d285933b7fff5",511210209003,4
"sg:19df15b87615413aa4dfd4accbda3108",511210209003,8
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210209003,4
"sg:2f0215a5e2aa46b287a7b5e046327188",511210209003,4
"sg:361cded9d00b476fa624fe8d07183c22",511210209003,4
"sg:41f267ecafc441cb8c5203c6973d0525",511210209003,16
"sg:42146e017df54c73ae2b4e912f0537c9",511210209003,8
"sg:427a8540011e4ad7846df1f03f069f1b",511210209003,135
"sg:4c805d827ceb4ea19787fca6b2a877cf",511210209003,4
"sg:4ec68a27ca124f5b89bac4204e9fbdd0",511210209003,4
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210209003,8
"sg:611ee406fd8d4561a2802bdc6f236b8b",511210209003,4
"sg:64560e53560d45d4a32052e79651d04f",511210209003,9
"sg:64664116e7af447d96e3e61acdd498bd",511210209003,8
"sg:65d2c0b437704107b0f2f9d1afb05a7c",511210209003,5
"sg:6cc5e8cb83a84370b6dee7a5b1864226",511210209003,8
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210209003,8
"sg:736e79e27bfb4e4892e199d1dc7bd72a",511210209003,5
"sg:7d5d49a3f0c747ff81961f20d4efe7f0",511210209003,4
"sg:864337c76ae84032b40d529b4d17a5c1",511210209003,12
"sg:89fcb5f0ea35445eaabbe303c0916b92",511210209003,4
"sg:954d77e55f09424cb8a7eadfcf37f8ef",511210209003,8
"sg:9db1c38f734547bd8a8bec695b6c1120",511210209003,42
"sg:b982b6d98ebd4bd1bfc886dd2c123d2a",511210209003,8
"sg:bca668d773384b9096f2c71525252472",511210209003,8
"sg:d6886ba476ef4d728f1758f54ada3dd6",511210209003,16
"sg:d6d6cf51ce094c0abcce614c7d5a70bb",511210209003,18
"sg:dac8bfe8245b4fdb9918d475e0b46ce3",511210209003,4
"sg:e9e8a9570f1a49aeb680770a12d6cd46",511210209003,8
"sg:fe39b90b91c44b25bce304b00ae3c6b3",511210209003,16
"sg:005837d9f50f45079db676fec7d1039c",511210210001,4
"sg:007b0b2c7f994ccbb047b038c2168694",511210210001,4
"sg:07f1a6772de94c658447071316f5615d",511210210001,71
"sg:12a9e9bcc1914b909f77f67c21710bef",511210210001,8
"sg:12fbd88eba564b50ba670adb6f41c865",511210210001,162
"sg:13d4f6d024f4476cb25d4477f2ab945e",511210210001,16
"sg:163d96d4a62e408784981b31f6b98ce6",511210210001,4
"sg:19df15b87615413aa4dfd4accbda3108",511210210001,8
"sg:1cd43b4c599e4eb4895cbfb5f179b083",511210210001,8
"sg:225d7fb527ed4ee6aa2be7577b6ff608",511210210001,12
"sg:2315743e9e3d4cf8ade0fea17e396301",511210210001,12
"sg:25277f4c9dc745a3b39a2f60780c2332",511210210001,4
"sg:2ad8eaf19aea4aae8facfaeda846d156",511210210001,4
"sg:2f0215a5e2aa46b287a7b5e046327188",511210210001,8
"sg:361cded9d00b476fa624fe8d07183c22",511210210001,15
"sg:39ec371294c64ffb87287464f7a2ad47",511210210001,4
"sg:3b3206833dae49e3b6f78cca3e6ecf56",511210210001,7
"sg:41f267ecafc441cb8c5203c6973d0525",511210210001,18
"sg:42146e017df54c73ae2b4e912f0537c9",511210210001,4
"sg:427a8540011e4ad7846df1f03f069f1b",511210210001,260
"sg:43b6a05c86e641d68c5b13a849f59946",511210210001,4
"sg:49e6e01347334a0da8cd011782913af8",511210210001,4
"sg:546914554ded41cf8cd1cdc11cea30ac",511210210001,8
"sg:549d0fc7b6cb4a398df75bac88ee5343",511210210001,8
"sg:57c655da8d784c30b5bf3b22c145c2ee",511210210001,12
"sg:5ed542c0899d43a7867b4d4fffef22b3",511210210001,24
"sg:628a9eea5f0b4c9baeba66a94d435c61",511210210001,8
"sg:64664116e7af447d96e3e61acdd498bd",511210210001,8
"sg:6cc5e8cb83a84370b6dee7a5b1864226",511210210001,4
"sg:6eaf7719550e48f9b0a6b58aaa8dc515",511210210001,28
"sg:72254862c3654574a43bfa6372a4ca3d",511210210001,5
"sg:724e75fddf494a9d9f1202ef2eb8530d",511210210001,4
"sg:7449803e30584d06994bddd7810b9670",511210210001,4
"sg:777934f88155439a95264499df1ca4be",511210210001,12
"sg:7843649d066c47f1a0f9e0e153481444",511210210001,8
"sg:7bf0dbdffe5e40f684d0acc70612bea7",511210210001,8
"sg:864337c76ae84032b40d529b4d17a5c1",511210210001,4
"sg:92b23dd91c6c40b7acbad4f85c1f3794",511210210001,4
"sg:acb4136198cd4cb6a58ee28b073689da",511210210001,4
